year,category,film,name,status,gender
1968,CINEMATOGRAPHY,Star!,Ernest Laszlo,nominated,male
1968,COSTUME DESIGN,Planet of the Apes,Morton Haack,nominated,male
1968,COSTUME DESIGN,Romeo and Juliet,Danilo Donati,winner,male
1968,COSTUME DESIGN,Star!,Donald Brooks,nominated,male
1968,DIRECTING,The Battle of Algiers,Gillo Pontecorvo,nominated,male
1968,WRITING,Hot Millions,Peter Ustinov,nominated,male
1968,DIRECTING,The Lion in Winter,Anthony Harvey,nominated,male
1968,DIRECTING,2001: A Space Odyssey,Stanley Kubrick,nominated,male
1968,DOCUMENTARY (Feature),A Few Notes on Our Food Problem,James Blue,nominated,male
1968,DOCUMENTARY (Feature),The Legendary Champions,William Cayton,nominated,male
1968,DOCUMENTARY (Feature),Other Voices,David H. Sawyer,nominated,male
1968,DOCUMENTARY (Feature),Young Americans,Robert Cohn,nominated,male
1968,DOCUMENTARY (Feature),Young Americans,Alex Grasshoff,nominated,male
1968,FILM EDITING,Bullitt,Frank P. Keller,winner,male
1968,FILM EDITING,Funny Girl,Robert Swink,nominated,male
1968,FILM EDITING,Funny Girl,Maury Winetrobe,nominated,male
1968,DIRECTING,Romeo and Juliet,Franco Zeffirelli,nominated,male
1968,WRITING,2001: A Space Odyssey,Arthur C. Clarke,nominated,male
1969,COSTUME DESIGN,"Gaily, Gaily",Ray Aghayan,nominated,male
1969,CINEMATOGRAPHY,Bob & Carol & Ted & Alice,Charles B. Lang,nominated,male
1969,BEST PICTURE,Z,Hamed Rachedi,nominated,male
1969,BEST PICTURE,Z,Jacques Perrin,nominated,male
1969,BEST PICTURE,Midnight Cowboy,Jerome Hellman,winner,male
1969,BEST PICTURE,"Hello, Dolly!",Ernest Lehman,nominated,male
1969,BEST PICTURE,Butch Cassidy and the Sundance Kid,John Foreman,nominated,male
1969,BEST PICTURE,Anne of the Thousand Days,Hal B. Wallis,nominated,male
1969,FILM EDITING,The Secret of Santa Vittoria,Earle Herdan,nominated,male
1969,FILM EDITING,The Secret of Santa Vittoria,William Lyon,nominated,male
1969,FILM EDITING,Midnight Cowboy,Hugh A. Robertson,nominated,male
1969,SHORT FILM,Blake,Doug Jackson,nominated,male
1969,FILM EDITING,"Hello, Dolly!",William Reynolds,nominated,male
1969,DOCUMENTARY (Feature),In the Year of the Pig,Emile de Antonio,nominated,male
1969,DOCUMENTARY (Feature),Before the Mountain Was Moved,Robert K. Sharpe,nominated,male
1969,DOCUMENTARY (Feature),Arthur Rubinstein - The Love of Life,Bernard Chevry,winner,male
1969,DIRECTING,Z,Costa-Gavras,nominated,male
1969,DIRECTING,"They Shoot Horses, Don't They?",Sydney Pollack,nominated,male
1969,DIRECTING,Midnight Cowboy,John Schlesinger,winner,male
1969,DIRECTING,Butch Cassidy and the Sundance Kid,George Roy Hill,nominated,male
1969,DIRECTING,Alice's Restaurant,Arthur Penn,nominated,male
1969,COSTUME DESIGN,"They Shoot Horses, Don't They?",Donfeld,nominated,male
1969,DOCUMENTARY (Feature),The Wolf Men,Irwin Rosten,nominated,male
1969,CINEMATOGRAPHY,Marooned,Daniel Fapp,nominated,male
1969,SHORT FILM,People Soup,Marc Merson,nominated,male
1969,WRITING,Anne of the Thousand Days,Richard Sokolove,nominated,male
1969,CINEMATOGRAPHY,Butch Cassidy and the Sundance Kid,Conrad Hall,winner,male
1969,CINEMATOGRAPHY,"Hello, Dolly!",Harry Stradling,nominated,male
1969,WRITING,The Wild Bunch,Sam Peckinpah,nominated,male
1969,WRITING,The Wild Bunch,Walon Green,nominated,male
1969,WRITING,The Wild Bunch,Roy N. Sickner,nominated,male
1969,WRITING,The Wild Bunch,Walon Green,nominated,male
1969,WRITING,Easy Rider,Terry Southern,nominated,male
1969,WRITING,Easy Rider,Dennis Hopper,nominated,male
1969,WRITING,Easy Rider,Peter Fonda,nominated,male
1969,WRITING,Anne of the Thousand Days,John Hale,nominated,male
1969,WRITING,The Damned,Luchino Visconti,nominated,male
1969,WRITING,Butch Cassidy and the Sundance Kid,William Goldman,winner,male
1969,WRITING,Bob & Carol & Ted & Alice,Larry Tucker,nominated,male
1969,WRITING,Bob & Carol & Ted & Alice,Paul Mazursky,nominated,male
1969,WRITING,Z,Costa-Gavras,nominated,male
1969,WRITING,Z,Jorge Semprun,nominated,male
1969,WRITING,"They Shoot Horses, Don't They?",Robert E. Thompson,nominated,male
1969,WRITING,"They Shoot Horses, Don't They?",James Poe,nominated,male
1969,WRITING,Midnight Cowboy,Waldo Salt,winner,male
1969,WRITING,"Goodbye, Columbus",Arnold Schulman,nominated,male
1969,WRITING,The Damned,Enrico Medioli,nominated,male
1969,CINEMATOGRAPHY,Anne of the Thousand Days,Arthur Ibbetson,nominated,male
1969,FILM EDITING,"They Shoot Horses, Don't They?",Fredric Steinkamp,nominated,male
1969,COSTUME DESIGN,Anne of the Thousand Days,Margaret Furse,winner,female
1969,WRITING,Anne of the Thousand Days,Bridget Boland,nominated,female
1969,SHORT FILM,The Magic Machines,Joan Keller Stern,winner,female
1969,FILM EDITING,Z,Françoise Bonnot,winner,female
1969,COSTUME DESIGN,Sweet Charity,Edith Head,nominated,female
1969,COSTUME DESIGN,"Hello, Dolly!",Irene Sharaff,nominated,female
1970,DIRECTING,Fellini Satyricon,Federico Fellini,nominated,male
1970,DIRECTING,Love Story,Arthur Hiller,nominated,male
1970,DIRECTING,M*A*S*H,Robert Altman,nominated,male
1970,DIRECTING,Patton,Franklin J. Schaffner,winner,male
1970,DIRECTING,Women in Love,Ken Russell,nominated,male
1970,DOCUMENTARY (Feature),Chariots of the Gods,Dr. Harald Reinl,nominated,male
1970,FILM EDITING,Woodstock,Thelma Schoonmaker,nominated,female
1970,DOCUMENTARY (Feature),King: A Filmed Record...Montgomery to Memphis,Ely Landau,nominated,male
1970,COSTUME DESIGN,The Hawaiians,Bill Thomas,nominated,male
1970,DOCUMENTARY (Feature),Say Goodbye,David H. Vowell,nominated,male
1970,DOCUMENTARY (Feature),Woodstock,Bob Maurice,winner,male
1970,FILM EDITING,Airport,Stuart Gilmore,nominated,male
1970,DOCUMENTARY (Feature),Jack Johnson,Jim Jacobs,nominated,male
1970,COSTUME DESIGN,Darling Lili,Jack Bear,nominated,male
1970,CINEMATOGRAPHY,Women in Love,Billy Williams,nominated,male
1970,COSTUME DESIGN,Cromwell,Nino Novarese,winner,male
1970,FILM EDITING,M*A*S*H,Danford B. Greene,nominated,male
1970,CINEMATOGRAPHY,Tora! Tora! Tora!,Masamichi Satoh,nominated,male
1970,CINEMATOGRAPHY,Tora! Tora! Tora!,Sinsaku Himeda,nominated,male
1970,CINEMATOGRAPHY,Tora! Tora! Tora!,Osami Furuya,nominated,male
1970,CINEMATOGRAPHY,Tora! Tora! Tora!,Charles F. Wheeler,nominated,male
1970,CINEMATOGRAPHY,Ryan's Daughter,Freddie Young,winner,male
1970,CINEMATOGRAPHY,Patton,Fred Koenekamp,nominated,male
1970,CINEMATOGRAPHY,Airport,Ernest Laszlo,nominated,male
1970,COSTUME DESIGN,Airport,Edith Head,nominated,female
1970,COSTUME DESIGN,Scrooge,Margaret Furse,nominated,female
1970,WRITING,Lovers and Other Strangers,Renee Taylor,nominated,female
1970,COSTUME DESIGN,Darling Lili,Donald Brooks,nominated,male
1970,FILM EDITING,Tora! Tora! Tora!,James E. Newcom,nominated,male
1970,FILM EDITING,Patton,Hugh S. Fowler,winner,male
1970,BEST PICTURE,Airport,Ross Hunter,nominated,male
1970,WRITING,Patton,Edmund H. North,winner,male
1970,WRITING,Patton,Francis Ford Coppola,winner,male
1970,WRITING,My Night at Maud's,Eric Rohmer,nominated,male
1970,WRITING,Love Story,Erich Segal,nominated,male
1970,FILM EDITING,Tora! Tora! Tora!,Pembroke J. Herring,nominated,male
1970,WRITING,Five Easy Pieces,Adrien Joyce,nominated,male
1970,WRITING,Five Easy Pieces,Adrien Joyce,nominated,male
1970,WRITING,Five Easy Pieces,Bob Rafelson,nominated,male
1970,WRITING,Women in Love,Larry Kramer,nominated,male
1970,WRITING,M*A*S*H,Ring Lardner,winner,male
1970,WRITING,Lovers and Other Strangers,David Zelag Goodman,nominated,male
1970,WRITING,Joe,Norman Wexler,nominated,male
1970,WRITING,I Never Sang for My Father,Robert Anderson,nominated,male
1970,WRITING,Lovers and Other Strangers,Joseph Bologna,nominated,male
1970,BEST PICTURE,Five Easy Pieces,Bob Rafelson,nominated,male
1970,BEST PICTURE,Love Story,Howard G. Minsky,nominated,male
1970,BEST PICTURE,M*A*S*H,Ingo Preminger,nominated,male
1970,BEST PICTURE,Five Easy Pieces,Richard Wechsler,nominated,male
1970,SHORT FILM,The Resurrection of Broncho Billy,John Longenecker,winner,male
1970,SHORT FILM,Shut Up...I'm Crying,Robert Siegler,nominated,male
1970,SHORT FILM,Sticky My Fingers...Fleet My Feet,John Hancock,nominated,male
1970,WRITING,Airport,George Seaton,nominated,male
1970,BEST PICTURE,Patton,Frank McCarthy,winner,male
1971,COSTUME DESIGN,What's the Matter with Helen?,Morton Haack,nominated,male
1971,COSTUME DESIGN,Nicholas and Alexandra,Yvonne Blake,winner,female
1971,COSTUME DESIGN,"Mary, Queen of Scots",Margaret Furse,nominated,female
1971,DIRECTING,Fiddler on the Roof,Norman Jewison,nominated,male
1971,DIRECTING,A Clockwork Orange,Stanley Kubrick,nominated,male
1971,COSTUME DESIGN,Nicholas and Alexandra,Antonio Castillo,winner,male
1971,CINEMATOGRAPHY,The French Connection,Owen Roizman,nominated,male
1971,COSTUME DESIGN,Bedknobs and Broomsticks,Bill Thomas,nominated,male
1971,CINEMATOGRAPHY,Summer of '42,Robert Surtees,nominated,male
1971,CINEMATOGRAPHY,Nicholas and Alexandra,Freddie Young,nominated,male
1971,CINEMATOGRAPHY,The Last Picture Show,Robert Surtees,nominated,male
1971,CINEMATOGRAPHY,Fiddler on the Roof,Oswald Morris,winner,male
1971,WRITING,Sunday Bloody Sunday,Penelope Gilliatt,nominated,female
1971,COSTUME DESIGN,Death in Venice,Piero Tosi,nominated,male
1971,WRITING,Klute,Dave Lewis,nominated,male
1971,WRITING,Summer of '42,Herman Raucher,nominated,male
1971,DOCUMENTARY (Feature),The Hellstrom Chronicle,Walon Green,winner,male
1971,BEST PICTURE,Fiddler on the Roof,Norman Jewison,nominated,male
1971,BEST PICTURE,A Clockwork Orange,Stanley Kubrick,nominated,male
1971,FILM EDITING,Summer of '42,Folmar Blangsted,nominated,male
1971,FILM EDITING,Kotch,Ralph E. Winters,nominated,male
1971,FILM EDITING,The French Connection,Jerry Greenberg,winner,male
1971,FILM EDITING,A Clockwork Orange,Bill Butler,nominated,male
1971,FILM EDITING,The Andromeda Strain,Stuart Gilmore,nominated,male
1971,DOCUMENTARY (Feature),The Sorrow and the Pity,Marcel Ophuls,nominated,male
1971,DOCUMENTARY (Feature),The RA Expeditions,Thor Heyerdahl,nominated,male
1971,DOCUMENTARY (Feature),The RA Expeditions,Lennart Ehrenborg,nominated,male
1971,DOCUMENTARY (Feature),On Any Sunday,Bruce Brown,nominated,male
1971,DOCUMENTARY (Feature),Alaska Wilderness Lake,Alan Landsburg,nominated,male
1971,DIRECTING,Sunday Bloody Sunday,John Schlesinger,nominated,male
1971,DIRECTING,The Last Picture Show,Peter Bogdanovich,nominated,male
1971,DIRECTING,The French Connection,William Friedkin,winner,male
1971,BEST PICTURE,The French Connection,Philip D'Antoni,winner,male
1971,BEST PICTURE,The Last Picture Show,Stephen J. Friedman,nominated,male
1971,FILM EDITING,The Andromeda Strain,John W. Holmes,nominated,male
1971,SHORT FILM,Good Morning,Denny Evans,nominated,male
1971,BEST PICTURE,Nicholas and Alexandra,Sam Spiegel,nominated,male
1971,WRITING,Investigation of a Citizen above Suspicion,Ugo Pirro,nominated,male
1971,WRITING,Investigation of a Citizen above Suspicion,Elio Petri,nominated,male
1971,WRITING,The Hospital,Paddy Chayefsky,winner,male
1971,WRITING,The Last Picture Show,Peter Bogdanovich,nominated,male
1971,WRITING,The Last Picture Show,Larry McMurtry,nominated,male
1971,WRITING,The Garden of the Finzi Continis,Vittorio Bonicelli,nominated,male
1971,WRITING,The Garden of the Finzi Continis,Ugo Pirro,nominated,male
1971,WRITING,Klute,Andy Lewis,nominated,male
1971,WRITING,The Conformist,Bernardo Bertolucci,nominated,male
1971,WRITING,A Clockwork Orange,Stanley Kubrick,nominated,male
1971,SHORT FILM,Sentinels of Silence,Robert Amram,winner,male
1971,SHORT FILM,Sentinels of Silence,Manuel Arango,winner,male
1971,SHORT FILM,The Rehearsal,Stephen F. Verona,nominated,male
1971,SHORT FILM,Good Morning,Ken Greenwald,nominated,male
1971,WRITING,The French Connection,Ernest Tidyman,winner,male
1972,SHORT FILM,Frog Story,Ray Gideon,nominated,male
1972,SHORT FILM,Norman Rockwell's World...An American Dream,Richard Barclay,winner,male
1972,SHORT FILM,Solo,David Adams,nominated,male
1972,WRITING,The Emigrants,Jan Troell,nominated,male
1972,WRITING,The Emigrants,Bengt Forslund,nominated,male
1972,WRITING,The Godfather,Mario Puzo,winner,male
1972,WRITING,The Godfather,Francis Ford Coppola,winner,male
1972,WRITING,Pete 'n' Tillie,Julius J. Epstein,nominated,male
1972,WRITING,The Discreet Charm of the Bourgeoisie,in collaboration with Jean-Claude Carrière,nominated,male
1972,WRITING,The Candidate,Jeremy Larner,winner,male
1972,WRITING,The Discreet Charm of the Bourgeoisie,Luis Buñuel,nominated,male
1972,WRITING,Lady Sings the Blues,Terence McCloy,nominated,male
1972,WRITING,Lady Sings the Blues,Chris Clark,nominated,male
1972,WRITING,Murmur of the Heart,Louis Malle,nominated,male
1972,WRITING,Young Winston,Carl Foreman,nominated,male
1972,BEST PICTURE,The Godfather,Albert S. Ruddy,winner,male
1972,WRITING,Sounder,III,nominated,male
1972,SHORT FILM,Frog Story,Ron Satlof,nominated,male
1972,BEST PICTURE,The Emigrants,Bengt Forslund,nominated,male
1972,COSTUME DESIGN,Lady Sings the Blues,Norma Koch,nominated,female
1972,CINEMATOGRAPHY,The Poseidon Adventure,Harold E. Stine,nominated,male
1972,CINEMATOGRAPHY,1776,Harry Stradling,nominated,male
1972,CINEMATOGRAPHY,Travels with My Aunt,Douglas Slocombe,nominated,male
1972,COSTUME DESIGN,Lady Sings the Blues,Bob Mackie,nominated,male
1972,COSTUME DESIGN,Lady Sings the Blues,Ray Aghayan,nominated,male
1972,COSTUME DESIGN,The Poseidon Adventure,Paul Zastupnevich,nominated,male
1972,COSTUME DESIGN,Travels with My Aunt,Anthony Powell,winner,male
1972,COSTUME DESIGN,Young Winston,Anthony Mendleson,nominated,male
1972,DIRECTING,Cabaret,Bob Fosse,winner,male
1972,DIRECTING,Deliverance,John Boorman,nominated,male
1972,DIRECTING,The Emigrants,Jan Troell,nominated,male
1972,DIRECTING,The Godfather,Francis Ford Coppola,nominated,male
1972,DIRECTING,Sleuth,Joseph L. Mankiewicz,nominated,male
1972,CINEMATOGRAPHY,Cabaret,Geoffrey Unsworth,winner,male
1972,DOCUMENTARY (Feature),Ape and Super-Ape,Bert Haanstra,nominated,male
1972,DOCUMENTARY (Feature),Malcolm X,Arnold Perl,nominated,male
1972,DOCUMENTARY (Feature),Manson,Robert Hendrickson,nominated,male
1972,DOCUMENTARY (Feature),Marjoe,Howard Smith,winner,male
1972,DOCUMENTARY (Feature),The Silent Revolution,Eckehard Munck,nominated,male
1972,FILM EDITING,Cabaret,David Bretherton,winner,male
1972,FILM EDITING,Deliverance,Tom Priestley,nominated,male
1972,FILM EDITING,The Godfather,William Reynolds,nominated,male
1972,FILM EDITING,The Godfather,Peter Zinner,nominated,male
1972,FILM EDITING,The Hot Rock,Frank P. Keller,nominated,male
1972,COSTUME DESIGN,The Godfather,Anna Hill Johnstone,nominated,female
1972,FILM EDITING,The Poseidon Adventure,Harold F. Kress,nominated,male
1972,BEST PICTURE,Cabaret,Cy Feuer,nominated,male
1972,BEST PICTURE,Deliverance,John Boorman,nominated,male
1972,DOCUMENTARY (Feature),Malcolm X,Marvin Worth,nominated,male
1972,CINEMATOGRAPHY,Butterflies Are Free,Charles B. Lang,nominated,male
1972,FILM EDITING,The Hot Rock,Fred W. Berger,nominated,male
1972,WRITING,Lady Sings the Blues,Suzanne de Passe,nominated,female
1972,DOCUMENTARY (Feature),Marjoe,Sarah Kernochan,winner,female
1972,BEST PICTURE,Sounder,Robert B. Radnitz,nominated,male
1973,DOCUMENTARY (Feature),Always a New Beginning,John D. Goodell,nominated,male
1973,BEST PICTURE,The Sting,Tony Bill,winner,male
1973,BEST PICTURE,The Exorcist,William Peter Blatty,nominated,male
1973,BEST PICTURE,Cries and Whispers,Ingmar Bergman,nominated,male
1973,BEST PICTURE,American Graffiti,Co-Producer,nominated,male
1973,BEST PICTURE,American Graffiti,Gary Kurtz,nominated,male
1973,DOCUMENTARY (Feature),Battle of Berlin,Bengt von zur Muehlen,nominated,male
1973,BEST PICTURE,A Touch of Class,Melvin Frank,nominated,male
1973,FILM EDITING,Jonathan Livingston Seagull,James Galloway,nominated,male
1973,FILM EDITING,Jonathan Livingston Seagull,Frank P. Keller,nominated,male
1973,FILM EDITING,The Exorcist,Norman Gay,nominated,male
1973,FILM EDITING,The Exorcist,Evan Lottman,nominated,male
1973,FILM EDITING,The Exorcist,Bud Smith,nominated,male
1973,BEST PICTURE,American Graffiti,Francis Ford Coppola,nominated,male
1973,FILM EDITING,The Sting,William Reynolds,winner,male
1973,SHORT FILM,The Bolero,Allan Miller,winner,male
1973,SHORT FILM,Clockmaker,Richard Gayer,nominated,male
1973,WRITING,A Touch of Class,Jack Rose,nominated,male
1973,WRITING,A Touch of Class,Melvin Frank,nominated,male
1973,WRITING,The Sting,David S. Ward,winner,male
1973,WRITING,Save the Tiger,Steve Shagan,nominated,male
1973,WRITING,Cries and Whispers,Ingmar Bergman,nominated,male
1973,WRITING,American Graffiti,Willard Huyck,nominated,male
1973,WRITING,American Graffiti,George Lucas,nominated,male
1973,WRITING,Serpico,Norman Wexler,nominated,male
1973,WRITING,Serpico,Waldo Salt,nominated,male
1973,WRITING,Paper Moon,Alvin Sargent,nominated,male
1973,WRITING,The Paper Chase,James Bridges,nominated,male
1973,WRITING,The Last Detail,Robert Towne,nominated,male
1973,WRITING,The Exorcist,William Peter Blatty,winner,male
1973,SHORT FILM,Life Times Nine,John Watson,nominated,male
1973,SHORT FILM,Life Times Nine,Pen Densham,nominated,male
1973,SHORT FILM,The Bolero,William Fertik,winner,male
1973,COSTUME DESIGN,Cries and Whispers,Marik Vos,nominated,female
1973,BEST PICTURE,The Sting,Michael Phillips,winner,male
1973,DOCUMENTARY (Feature),The Great American Cowboy,Kieth Merrill,winner,male
1973,COSTUME DESIGN,The Sting,Edith Head,winner,female
1973,DOCUMENTARY (Feature),Journey to the Outer Limits,Alex Grasshoff,nominated,male
1973,DOCUMENTARY (Feature),Walls of Fire,Edmund F. Penney,nominated,male
1973,FILM EDITING,The Day of the Jackal,Ralph Kemplen,nominated,male
1973,FILM EDITING,The Exorcist,Jordan Leondopoulos,nominated,male
1973,DIRECTING,The Sting,George Roy Hill,winner,male
1973,DIRECTING,The Exorcist,William Friedkin,nominated,male
1973,DIRECTING,Cries and Whispers,Ingmar Bergman,nominated,male
1973,DIRECTING,American Graffiti,George Lucas,nominated,male
1973,COSTUME DESIGN,The Way We Were,Moss Mabry,nominated,male
1973,COSTUME DESIGN,Tom Sawyer,Donfeld,nominated,male
1973,COSTUME DESIGN,Ludwig,Piero Tosi,nominated,male
1973,CINEMATOGRAPHY,The Way We Were,Harry Stradling,nominated,male
1973,CINEMATOGRAPHY,The Sting,Robert Surtees,nominated,male
1973,DIRECTING,Last Tango in Paris,Bernardo Bertolucci,nominated,male
1973,CINEMATOGRAPHY,The Exorcist,Owen Roizman,nominated,male
1973,COSTUME DESIGN,The Way We Were,Dorothy Jeakins,nominated,female
1973,COSTUME DESIGN,The Way We Were,Moss Mabry,nominated,female
1973,DOCUMENTARY (Feature),Walls of Fire,Gertrude Ross Marks,nominated,female
1973,FILM EDITING,American Graffiti,Verna Fields,nominated,female
1973,CINEMATOGRAPHY,Jonathan Livingston Seagull,Jack Couffer,nominated,male
1973,BEST PICTURE,The Sting,Julia Phillips,winner,female
1973,FILM EDITING,American Graffiti,Marcia Lucas,nominated,female
1973,WRITING,American Graffiti,Gloria Katz,nominated,female
1973,CINEMATOGRAPHY,Cries and Whispers,Sven Nykvist,winner,male
1974,BEST PICTURE,The Conversation,Francis Ford Coppola,nominated,male
1974,DOCUMENTARY (Feature),The 81st Blow,Jacquot Ehrlich,nominated,male
1974,DOCUMENTARY (Feature),The 81st Blow,David Bergman,nominated,male
1974,DOCUMENTARY (Feature),The 81st Blow,Haim Gouri,nominated,male
1974,DOCUMENTARY (Feature),Hearts and Minds,Peter Davis,winner,male
1974,DOCUMENTARY (Feature),Hearts and Minds,Bert Schneider,winner,male
1974,DOCUMENTARY (Feature),The Wild and the Brave,Eugene S. Jones,nominated,male
1974,FILM EDITING,Blazing Saddles,John C. Howard,nominated,male
1974,FILM EDITING,Blazing Saddles,Danford Greene,nominated,male
1974,BEST PICTURE,The Conversation,Fred Roos,nominated,male
1974,FILM EDITING,Chinatown,Sam O'Steen,nominated,male
